Order_ID,Customer_Name,Industry,Product,City_Province,Order_Date,Shipping_Date,Units_Sold,Price_per_Unit,Status
ORD2023926,Cineplex,Hospitality,LED Signage,"Edmonton, Alberta",2023-10-28,01-Nov-2023,99,195.68,Processing
ORD2023927,Adidas,Construction,LED signage," Winnipeg, Manitoba ",19/07/2023,22-Jul-2023,159,48.05,Delivered
ORD2023928,FIFA,Events,LED signage,"Calgary, Alberta",2023-12-05,2023-12-06,167,$59.46,Delivered
ORD2023929,Lululemon,Construction,LED Signage,"Montreal, Quebec",27/04/2023,03-May-2023,175,$258.49,Shipped
ORD2023930,FIFA,Events,LED Signage,"Brampton, Ontario",2023-09-30,01-Oct-2023,164,$45.75,Processing
ORD2023931,Walmart,Hospitality,Lightbox Frame,"Mississauga, Ontario",25/11/2023,01-Dec-2023,24,$51.45,Processing
ORD2023932,Cineplex,Sports,LED signage,"Toronto, Ontario",08/06/2023,2023-06-10,24,80.36,Processing
ORD2023933,Rogers,Events,,"Brampton, Ontario",2023-02-11,2023-02-17,177,146.52,Shipped
ORD2023934,Cineplex,Sports,Fabric Display,"Brampton, Ontario",2023-05-30,2023-06-04,20,$457.24,Delivered
ORD2023935,Nike,Events,LED signage," Winnipeg, Manitoba ",07/09/2023,11-Sep-2023,199,$250.87,Delivered
ORD2023936,Cineplex,Events,Banner Print,"Surrey, British Columbia",19/12/2023,20-Dec-2023,37,282.59,Processing
ORD2023937,Walmart,Retail,banner print," Winnipeg, Manitoba ",07/01/2023,2023-01-11,83,28.19,Delivered
ORD2023938,Walmart,Events,Lightbox Frame,"Montreal, Quebec",12/05/2023,15-May-2023,2,144.35,Delivered
ORD2023939,Cineplex,Retail,LED signage,"Halifax, Nova Scotia",11/10/2023,2023-10-15,107,$144.02,Processing
ORD2023940,Adidas,Events,Banner Print,"Halifax, Nova Scotia",2023-09-16,18-Sep-2023,50,$398.12,Processing
ORD2023941,FIFA,Hospitality,LED Signage,"Surrey, British Columbia",14/08/2023,2023-08-18,174,162.29,Delivered
ORD2023942,FIFA,Sports,banner print,"Mississauga, Ontario",09/03/2023,2023-03-14,153,437.2,Processing
ORD2023943,FIFA,Events,Banner Print,"Halifax, Nova Scotia",17/11/2023,2023-11-20,75,71.9,Processing
ORD2023944,Cineplex,Hospitality,Banner Print,"Brampton, Ontario",02/03/2023,2023-03-04,124,$245.92,Processing
ORD2023945,FIFA,Retail,banner print,"Vancouver, British Columbia",19/03/2023,20-Mar-2023,136,$329.44,Delivered
ORD2023946,FIFA,Hospitality,Banner Print,"Calgary, Alberta",2023-11-18,24-Nov-2023,83,$34.37,Shipped
ORD2023947,Walmart,Sports,Acrylic Panel,"Toronto, Ontario",26/12/2023,29-Dec-2023,31,$147.5,Processing
ORD2023948,Bell,Hospitality,Fabric Display,"Surrey, British Columbia",2023-07-21,27-Jul-2023,34,412.69,Delivered
ORD2023949,Cineplex,Events,banner print,"Toronto, Ontario",18/02/2023,24-Feb-2023,132,303.17,Delivered
ORD2023950,Nike,Construction,LED signage,"Calgary, Alberta",2023-05-02,04-May-2023,173,232.02,Shipped
ORD2023951,Adidas,Hospitality,LED signage,"Mississauga, Ontario",2023-12-29,2023-12-30,189,418.58,Delivered
ORD2023952,FIFA,Sports,Fabric Display,"Edmonton, Alberta",2023-03-03,2023-03-04,81,322.06,Processing
ORD2023953,Adidas,Sports,banner print,"Calgary, Alberta",2023-05-17,19-May-2023,132,421.96,Processing
ORD2023954,Rogers,Retail,Fabric Display,"Vancouver, British Columbia",2023-05-14,2023-05-18,137,411.67,Shipped
ORD2023955,Cineplex,Sports,,"Calgary, Alberta",2023-12-05,2023-12-08,199,$238.6,Delivered
ORD2023956,Adidas,Retail,Fabric Display,"Halifax, Nova Scotia",21/08/2023,25-Aug-2023,133,$102.77,Shipped
ORD2023957,Cineplex,Events,Banner Print,"Toronto, Ontario",2023-10-12,2023-10-18,141,335.53,Delivered
ORD2023958,Lululemon,Sports,,"Calgary, Alberta",11/07/2023,2023-07-15,11,$424.29,Processing
ORD2023959,FIFA,Sports,Lightbox Frame,"Montreal, Quebec",2023-07-01,04-Jul-2023,181,400.05,Delivered
ORD2023960,Cineplex,Hospitality,Lightbox Frame,"Calgary, Alberta",2023-09-02,03-Sep-2023,45,$460.58,Delivered
ORD2023961,Cineplex,Construction,Acrylic Panel,"Brampton, Ontario",21/02/2023,2023-02-25,149,457.63,Processing
ORD2023962,Bell,Construction,banner print,"Halifax, Nova Scotia",2023-08-30,02-Sep-2023,196,$24.43,Processing
ORD2023963,Bell,Hospitality,Lightbox Frame,"Surrey, British Columbia",08/05/2023,12-May-2023,85,$436.89,Processing
ORD2023964,Rogers,Retail,Fabric Display,"Calgary, Alberta",2023-01-31,03-Feb-2023,11,$468.72,Shipped
ORD2023965,Adidas,Events,Banner Print,"Montreal, Quebec",2023-09-29,04-Oct-2023,144,13.26,Delivered
ORD2023966,Adidas,Hospitality,LED signage,"Brampton, Ontario",16/06/2023,2023-06-18,2,$138.79,Shipped
ORD2023967,FIFA,Construction,LED Signage,"Brampton, Ontario",2023-01-20,2023-01-21,57,$499.44,Processing
ORD2023968,Cineplex,Retail,banner print,"Halifax, Nova Scotia",04/01/2023,2023-01-10,120,186.13,Shipped
ORD2023969,Walmart,Hospitality,Lightbox Frame,"Quebec City, Quebec",03/07/2023,2023-07-05,120,220.13,Processing
ORD2023970,Rogers,Construction,LED Signage,"Toronto, Ontario",2023-02-14,2023-02-20,92,357.23,Processing
ORD2023971,FIFA,Hospitality,,"Calgary, Alberta",31/07/2023,06-Aug-2023,101,$155.04,Processing
ORD2023972,Lululemon,Events,LED signage,"Surrey, British Columbia",2023-12-28,29-Dec-2023,16,429.69,Shipped
ORD2023973,Adidas,Retail,LED signage,"Vancouver, British Columbia",06/01/2023,2023-01-07,96,$48.41,Delivered
ORD2023974,Adidas,Hospitality,Banner Print,"Mississauga, Ontario",2023-07-02,2023-07-04,10,$359.23,Shipped
ORD2023975,FIFA,Construction,banner print,"Halifax, Nova Scotia",07/11/2023,08-Nov-2023,27,$461.91,Processing
ORD2023976,Rogers,Construction,,"Toronto, Ontario",2023-08-15,16-Aug-2023,111,$166.78,Delivered
ORD2023977,Bell,Retail,,"Calgary, Alberta",2023-12-04,2023-12-08,23,$442.25,Shipped
ORD2023978,Bell,Hospitality,LED signage,"Surrey, British Columbia",02/10/2023,05-Oct-2023,113,$241.18,Processing
ORD2023979,FIFA,Hospitality,LED signage,"Surrey, British Columbia",06/06/2023,07-Jun-2023,49,$270.99,Processing
ORD2023980,Lululemon,Hospitality,Fabric Display," Winnipeg, Manitoba ",2023-04-01,05-Apr-2023,170,$16.27,Processing
ORD2023981,Rogers,Sports,Banner Print,"Montreal, Quebec",12/12/2023,2023-12-13,95,$333.63,Delivered
ORD2023982,Lululemon,Retail,banner print,"Mississauga, Ontario",28/06/2023,03-Jul-2023,10,164.99,Shipped
ORD2023983,Rogers,Retail,,"Calgary, Alberta",08/08/2023,09-Aug-2023,99,245.15,Shipped
ORD2023984,Walmart,Retail,Acrylic Panel,"Brampton, Ontario",28/06/2023,2023-06-29,177,155.77,Delivered
ORD2023985,Bell,Hospitality,Lightbox Frame,"Halifax, Nova Scotia",2023-05-19,25-May-2023,130,$254.08,Shipped
ORD2023986,Adidas,Hospitality,Fabric Display,"Calgary, Alberta",2023-06-13,2023-06-14,139,$380.47,Processing
ORD2023987,Walmart,Retail,LED signage,"Montreal, Quebec",23/07/2023,2023-07-25,25,$201.65,Delivered
ORD2023988,Nike,Hospitality,LED signage,"Mississauga, Ontario",2023-01-13,2023-01-15,15,336.79,Shipped
ORD2023989,Bell,Construction,LED Signage,"Vancouver, British Columbia",02/12/2023,2023-12-05,183,$103.89,Shipped
ORD2023990,Rogers,Hospitality,LED Signage,"Edmonton, Alberta",18/05/2023,20-May-2023,98,252.41,Shipped
ORD2023991,Walmart,Retail,Acrylic Panel,"Brampton, Ontario",2023-05-26,2023-05-27,134,$400.49,Delivered
ORD2023992,Walmart,Hospitality,Banner Print,"Brampton, Ontario",08/06/2023,2023-06-13,52,401.57,Shipped
ORD2023993,Adidas,Events,LED signage,"Montreal, Quebec",2023-03-30,01-Apr-2023,29,$352.17,Delivered
ORD2023994,FIFA,Hospitality,,"Edmonton, Alberta",26/09/2023,2023-10-01,8,$205.65,Processing
ORD2023995,FIFA,Sports,Fabric Display,"Toronto, Ontario",15/04/2023,21-Apr-2023,195,$103.84,Processing
ORD2023996,Adidas,Sports,banner print,"Halifax, Nova Scotia",18/06/2023,23-Jun-2023,87,396.43,Processing
ORD2023997,Walmart,Retail,Banner Print,"Toronto, Ontario",28/12/2023,03-Jan-2024,171,72.78,Processing
ORD2023998,Walmart,Hospitality,LED Signage,"Mississauga, Ontario",2023-07-26,29-Jul-2023,103,11.12,Delivered
ORD2023999,Rogers,Construction,Banner Print,"Halifax, Nova Scotia",12/06/2023,17-Jun-2023,112,$280.86,Shipped
ORD20231000,Bell,Retail,Acrylic Panel,"Montreal, Quebec",2023-10-01,2023-10-02,17,233.6,Shipped
